,Gene,HGNC Gene ID,Disease,MONDO Disease ID,SOP,Classification,Report Reference URL,Report Date,Status,Definitive,Gene QID,Disease QID
552,NGLY1,HGNC:17646,NGLY1-deficiency,MONDO_0014109,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/5619,2016-12-01T00:00:00,complete,yes,Q18042037,Q28024539
553,NHP2,HGNC:14377,"dyskeratosis congenita, autosomal recessive 2",MONDO_0013519,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/3201,2017-01-25T00:00:00,error,no,Q18041931,Q50349590
554,NHS,HGNC:7820,Nance-Horan syndrome,MONDO_0010545,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9520,2017-10-20T00:00:00,complete,yes,Q18030141,Q17144153
555,NIPBL,HGNC:28862,Cornelia de Lange syndrome,MONDO_0016033,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/d4ecc430-6562-4d58-9118-c5253dc95ae9--2018-06-20T14:44:33,2018-06-20T14:44:33.262Z,complete,yes,Q15311620,Q1133289
556,NLGN3,HGNC:14289,complex neurodevelopmental disorder,MONDO_0100038,SOP5,Moderate,https://search.clinicalgenome.org/kb/gene-validity/b6e7e531-093b-4216-8c56-0c94e63c2811--2018-09-19T13:02:16,2018-09-19T13:02:16.718Z,error,no,Q18040991,absent
557,NLGN4X,HGNC:14287,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/bed32aec-b1a6-41ff-9607-b4172888c46a--2019-07-17T20:50:54,2019-07-17T20:50:54.562Z,error,yes,Q18043091,absent
558,NOTCH1,HGNC:7881,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8269,2016-04-06T00:00:00,error,no,Q18252685,absent
559,NRAS,HGNC:7989,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/d466df2a-8e3d-4d4a-bb96-8e483d4c56e7--2018-07-24T16:03:17,2018-07-24T16:03:17.185Z,error,no,Q18030215,absent
560,NRAS,HGNC:7989,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/ad5e082b-5c0c-49ff-90fe-64c1598850d9--2018-05-30T18:07:05,2018-05-30T18:07:05.623Z,error,no,Q18030215,Q55783530
561,NRAS,HGNC:7989,Costello syndrome,MONDO_0009026,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/28526e91-0db9-4724-94f3-e4222ace602c--2018-07-24T18:02:54,2018-07-24T18:02:54.574Z,error,no,Q18030215,Q1136492
562,NRAS,HGNC:7989,Noonan syndrome,MONDO_0018997,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/34419b69-59c3-458b-a2a5-38a401679deb--2018-05-30T13:27:37,2018-05-30T13:27:37.527Z,error,yes,Q18030215,absent
563,NRAS,HGNC:7989,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/e5622684-4367-4d90-b769-f7205ee1cac8--2018-05-30T17:29:41,2018-05-30T17:29:41.825Z,error,no,Q18030215,absent
564,NRXN1,HGNC:8008,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/14bb833a-eefd-4f02-b112-c74b6866d5be--2019-07-10T16:00:00,2019-07-10T16:00:00.000Z,error,yes,Q18034045,absent
565,NSD1,HGNC:14234,Sotos syndrome,MONDO_0019349,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/aa1a412a-ee7d-4517-81ba-0ceead9668d1--2018-10-26T16:00:00,2018-10-26T16:00:00.000Z,error,yes,Q18045634,absent
566,NSDHL,HGNC:13398,CK syndrome,MONDO_0010441,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/d94406f0-a459-47ed-aabc-80c7b6be9293--2019-12-19T22:57:27,2019-12-19T22:57:27.377Z,error,no,Q18039859,Q55782485
567,NSUN2,HGNC:25994,intellectual disability,MONDO_0001071,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/c6878f90-f485-4c44-95d3-a33b0ec9f66f--2019-02-06T17:00:00,2019-02-06T17:00:00.000Z,error,no,Q18041352,Q183560
568,NSUN2,HGNC:25994,RASopathy,MONDO_0021060,SOP6,Disputed,https://search.clinicalgenome.org/kb/gene-validity/6442d764-3ff8-41f4-984d-776254226b05--2019-02-04T17:00:00,2019-02-04T17:00:00.000Z,error,no,Q18041352,absent
569,NTHL1,HGNC:8028,NTHL1-related attenuated familial adenomatous polyposis,MONDO_0014630,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/8440,2017-06-08T00:00:00,error,no,Q18030228,Q55784909
570,OAT,HGNC:8091,gyrate atrophy,MONDO_0009796,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/edbab666-9ae6-46db-b818-809a4bf8333e--2019-07-10T21:34:01,2019-07-10T21:34:01.370Z,error,yes,Q18030252,absent
571,OBSCN,HGNC:15719,hypertrophic cardiomyopathy,MONDO_0005045,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/94265ca9-cf6a-468e-b12c-6ea173d09e51--2018-08-06T13:23:13,2018-08-06T13:23:13.875Z,error,no,Q18047361,absent
572,OFD1,HGNC:2567,ciliopathy,MONDO_0005308,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/15e32789-4f24-4870-94d3-b5618e67509f--2018-04-27T16:51:36,2018-04-27T16:51:36.294Z,complete,yes,Q18032971,Q203031
573,OSBPL2,HGNC:15761,nonsyndromic genetic deafness,MONDO_0019497,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/a493a4c4-3a9f-431a-a68e-d90d9a11b6f0--2020-02-06T17:20:31,2020-02-06T17:20:31.658Z,error,no,Q18034852,Q9079046
574,OTC,HGNC:8512,ornithine carbamoyltransferase deficiency,MONDO_0010703,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/132fafbf-bb34-447c-9f6a-65803679eeb8--2019-10-29T18:13:25,2019-10-29T18:13:25.783Z,complete,yes,Q14859893,Q3043161
575,OTOA,HGNC:16378,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/87661be2-f024-49bb-a60e-a906f7f113b7--2018-05-01T04:00:00,2018-05-01T04:00:00.000Z,complete,yes,Q18051437,Q9079046
576,OTOF,HGNC:8515,autosomal recessive nonsyndromic deafness 9,MONDO_0010986,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/5613,2017-01-30T00:00:00,complete,yes,Q18034048,Q28024662
577,OTOG,HGNC:8516,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/0fac4fd4-d674-4017-a9a6-1d6793162c6b--2018-06-28T16:00:00,2018-06-28T16:00:00.000Z,complete,yes,Q18055453,Q9079046
578,OTOGL,HGNC:26901,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/28b962a1-8394-4366-8746-4b71a59cd60b--2018-01-05T17:00:00,2018-01-05T17:00:00.000Z,complete,yes,Q18054103,Q9079046
579,P2RX2,HGNC:15459,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/c1dae6b6-4ed7-4c5a-ba4e-bcfaba026be8--2018-02-20T17:00:00,2018-02-20T17:00:00.000Z,error,no,Q18036618,Q9079046
580,PAK3,HGNC:8592,X-linked syndromic intellectual disability,MONDO_0020119,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/c2f13863-a52d-49bd-b7f6-294edd73717a--2018-08-15T18:35:59,2018-08-15T18:35:59.127Z,complete,yes,Q18030342,Q8041560
581,PALB2,HGNC:26144,familial ovarian cancer,MONDO_0016248,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/9940,2017-11-08T00:00:00,error,no,Q18046302,Q172341
582,PALB2,HGNC:26144,hereditary nonpolyposis colon cancer,MONDO_0018630,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/10073,2018-03-12T00:00:00,error,no,Q18046302,Q783644
583,PALB2,HGNC:26144,hereditary breast carcinoma,MONDO_0016419,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/3213,2016-12-01T00:00:00,error,yes,Q18046302,absent
584,PALB2,HGNC:26144,Fanconi anemia complementation group N,MONDO_0012565,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/3ebabbf1-1a43-4a57-b0b8-2b29bb57ade1--2019-08-18T16:03:12,2019-08-18T16:03:12.829Z,complete,yes,Q18046302,Q32147054
585,PAX3,HGNC:8617,Waardenburg syndrome,MONDO_0018094,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/594ef026-3730-43bc-b721-d15cf0bbbf26--2017-11-15T05:00:00,2017-11-15T05:00:00.000Z,error,yes,Q14916248,absent
586,PCDH15,HGNC:14674,Usher syndrome type 1,MONDO_0010168,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/5657,2017-02-15T00:00:00,error,yes,Q18045862,absent
587,PCDH15,HGNC:14674,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/48910592-40d6-4eb7-a53c-4b0883070287--2018-06-19T04:00:00,2018-06-19T04:00:00.000Z,error,no,Q18045862,Q9079046
588,PCDH19,HGNC:14270,epilepsy,MONDO_0005027,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/c00aad39-c6c4-4a46-af84-613592b166a3--2018-09-04T16:00:00,2018-09-04T16:00:00.000Z,complete,yes,Q18043114,Q41571
589,PDGFRA,HGNC:8803,gastrointestinal stromal tumor,MONDO_0011719,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/08bbf13f-bc04-47a7-a3c5-1ec6abfc9190--2020-01-13T19:55:09,2020-01-13T19:55:09.878Z,complete,yes,Q18030422,Q1495661
590,PDHA1,HGNC:8806,Leigh syndrome,MONDO_0009723,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a579324c-3586-4636-9192-c2ea29391a4e--2019-04-08T16:12:03,2019-04-08T16:12:03.224Z,error,yes,Q18030427,absent
591,PDLIM3,HGNC:20767,hypertrophic cardiomyopathy,MONDO_0005045,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/76cba060-8080-42b1-b9ea-2193fea658b0--2018-08-06T13:21:24,2018-08-06T13:21:24.189Z,error,no,Q18038765,absent
592,PDZD7,HGNC:26257,autosomal recessive nonsyndromic deafness,MONDO_0019588,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8406,2017-04-26T00:00:00,error,yes,Q18046491,absent
593,PET100,HGNC:40038,Leigh syndrome,MONDO_0009723,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/33c546f5-a285-424b-9ae2-9ca4fc718c67--2019-05-20T19:13:47,2019-05-20T19:13:47.510Z,error,no,Q18063436,absent
594,PET117,HGNC:40045,Leigh syndrome,MONDO_0009723,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/69d9bbe0-ba3f-44f0-b340-d6d824cb969f--2019-05-20T19:18:05,2019-05-20T19:18:05.361Z,error,no,Q18065985,absent
595,PHF6,HGNC:18145,Borjeson-Forssman-Lehmann syndrome,MONDO_0010537,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9555,2018-02-21T00:00:00,complete,yes,Q18047542,Q1019940
596,PHF8,HGNC:20672,syndromic X-linked intellectual disability Siderius type,MONDO_0010286,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/b9e94640-1950-4438-bcda-4859545d83d1--2018-11-07T17:00:00,2018-11-07T17:00:00.000Z,complete,yes,Q18036818,Q28065616
597,PHGDH,HGNC:8923,neurometabolic disorder due to serine deficiency,MONDO_0018162,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/f1b4e8da-d6e7-4494-abb0-f2953548a722--2019-05-24T17:08:05,2019-05-24T17:08:05.889Z,error,yes,Q18038174,absent
598,PIK3CA,HGNC:8975,hereditary breast carcinoma,MONDO_0016419,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/8693,2017-02-08T00:00:00,error,no,Q14887700,absent
599,PIK3CA,HGNC:8975,familial ovarian cancer,MONDO_0016248,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/8694,2017-02-08T00:00:00,error,no,Q14887700,Q172341
600,PIK3R1,HGNC:8979,SHORT syndrome,MONDO_0010026,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/194f9130-2529-4016-a689-47ec259f941c--2018-07-06T15:30:21,2018-07-06T15:30:21.050Z,complete,yes,Q20969988,Q7390227
601,PJVK,HGNC:29502,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/b3e304c3-33fd-41ec-81f9-1c0725a5549f--2017-12-19T05:00:00,2017-12-19T05:00:00.000Z,complete,yes,Q18058977,Q9079046
602,PKD1,HGNC:9008,polycystic kidney disease 1,MONDO_0008263,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9617,2018-03-24T00:00:00,error,yes,Q14914567,absent
603,PKD1,HGNC:9008,autosomal dominant polycystic kidney disease,MONDO_0004691,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/09d61dec-314b-4c5f-af2e-f22fc5992c12--2019-05-22T16:00:00,2019-05-22T16:00:00.000Z,error,yes,Q14914567,absent
604,PKD2,HGNC:9009,autosomal dominant polycystic kidney disease,MONDO_0004691,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/ae0ae123-be04-4ba2-b685-594ca47a3467--2019-05-22T16:00:00,2019-05-22T16:00:00.000Z,error,yes,Q18030564,absent
605,PKP2,HGNC:9024,Brugada syndrome 1,MONDO_0011001,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10156,false,error,no,Q18030571,Q27677682
606,PKP2,HGNC:9024,arrhythmogenic right ventricular dysplasia 9,MONDO_0012180,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8753,2017-03-08T00:00:00,complete,yes,Q18030571,Q27164443
607,PLG,HGNC:9071,hypoplasminogenemia,MONDO_0009009,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/2c9320e7-9f02-4b54-beba-0ca781a442eb--2019-10-23T16:00:00,2019-10-23T16:00:00.000Z,complete,yes,Q18030589,Q55781763
608,PLN,HGNC:9080,cardiomyopathy,MONDO_0004994,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8772,2017-09-19T16:00:00,complete,yes,Q14873914,Q847583
609,PLP1,HGNC:9086,Pelizaeus-Merzbacher disease,MONDO_0010714,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9598,2018-03-07T00:00:00,complete,yes,Q14912011,Q1876206
610,PMS1,HGNC:9121,Lynch syndrome,MONDO_0005835,SOP4,Refuted,https://search.clinicalgenome.org/kb/gene-validity/9853,2017-05-22T00:00:00,error,no,Q18030620,Q783644
611,PMS2,HGNC:9122,hereditary breast carcinoma,MONDO_0016419,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10085,2017-11-08T00:00:00,error,no,Q18030629,absent
612,PMS2,HGNC:9122,Lynch syndrome,MONDO_0005835,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9851,2017-06-26T00:00:00,complete,yes,Q18030629,Q783644
613,PMS2,HGNC:9122,constitutional mismatch repair deficiency syndrome,MONDO_0010159,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/38bc9d1d-a436-4f21-9952-bd5e7790a797--2018-10-09T15:03:18,2018-10-09T15:03:18.285Z,complete,yes,Q18030629,Q736633
614,PNPT1,HGNC:23166,autosomal recessive nonsyndromic deafness,MONDO_0019588,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8402,2017-02-23T00:00:00,error,no,Q18048083,absent
615,POLD1,HGNC:9175,Polymerase proofreading-related adenomatous polyposis,MONDO_0018653,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8441,2017-04-10T00:00:00,complete,yes,Q18030642,Q56014183
616,POLE,HGNC:9177,Polymerase proofreading-related adenomatous polyposis,MONDO_0018653,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8442,2017-12-11T00:00:00,complete,yes,Q18030644,Q56014183
617,POLH,HGNC:9181,xeroderma pigmentosum variant type,MONDO_0010214,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/bdb29404-0c05-4519-b6ee-8591368ad1ff--2018-11-02T21:58:46,2018-11-02T21:58:46.146Z,complete,yes,Q18030647,Q32143762
618,POU3F4,HGNC:9217,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/4ab4f4a3-757d-4de3-90e7-42a229c360a0--2018-01-05T17:00:00,2018-01-05T17:00:00.000Z,complete,yes,Q18030670,Q9079046
619,POU4F3,HGNC:9220,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/1476f1d9-7538-40bd-b602-b76781630cee--2017-11-21T17:00:00,2017-11-21T17:00:00.000Z,complete,yes,Q18030673,Q9079046
620,PPP1CB,HGNC:9282,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/250f2ed3-e70d-44dc-b0f3-250e89dbb2a5--2018-06-05T12:48:41,2018-06-05T12:48:41.081Z,error,no,Q18030702,absent
621,PPP1CB,HGNC:9282,Noonan syndrome,MONDO_0018997,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/700135f5-7df3-40bc-b78e-15aeac6b7d67--2018-07-24T15:03:04,2018-07-24T15:03:04.619Z,error,no,Q18030702,absent
622,PPP1CB,HGNC:9282,Costello syndrome,MONDO_0009026,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/0cc1f932-4e3e-4bdd-9e39-ad48fe360b85--2018-06-05T12:53:31,2018-06-05T12:53:31.291Z,error,no,Q18030702,Q1136492
623,PPP1CB,HGNC:9282,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,Strong,https://search.clinicalgenome.org/kb/gene-validity/16bcb316-090f-420d-9c89-b7642d3dc725--2018-07-25T14:45:15,2018-07-25T14:45:15.306Z,error,no,Q18030702,Q55783530
624,PPP1CB,HGNC:9282,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/98c228a3-3796-4336-b842-90758ce922e9--2018-06-05T13:06:07,2018-06-05T13:06:07.761Z,error,no,Q18030702,absent
625,PQBP1,HGNC:9330,Renpenning syndrome,MONDO_0010653,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8128f36b-f273-49ee-bfd8-bee64b4df921--2018-11-09T17:00:00,2018-11-09T17:00:00.000Z,complete,yes,Q18035013,Q7313459
626,PRKAG2,HGNC:9386,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/10051,2017-01-30T00:00:00,error,yes,Q18040277,absent
627,PRKAR1A,HGNC:9388,"Carney complex, type 1",MONDO_0008057,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/fc16b2a9-c8dc-4a04-a029-2f6af049404d--2018-12-21T15:40:44,2018-12-21T15:40:44.801Z,complete,yes,Q18030765,Q1044007
628,PRKG1,HGNC:9414,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Strong,https://search.clinicalgenome.org/kb/gene-validity/8259,2016-12-22T00:00:00,error,no,Q18030785,absent
629,PRODH2,HGNC:17325,hydroxyprolinemia (disease),MONDO_0009374,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/d9101c67-2635-4595-b9a8-8e749bba58d1--2019-09-13T17:30:00,2019-09-13T17:30:00.499Z,error,no,Q18044993,Q55781950
630,PRPS1,HGNC:9462,phosphoribosylpyrophosphate synthetase superactivity,MONDO_0010395,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/76dc3f8d-e1c9-4506-9381-d2b5ab3df300--2018-07-09T04:00:00,2018-07-09T04:00:00.000Z,error,no,Q18030814,Q55782468
631,PRPS1,HGNC:9462,PRPS1 deficiency disorder,MONDO_0100061,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9416f6e2-8de3-48b0-9a1c-9bd11a59315c--2018-07-09T04:00:00,2018-07-09T04:00:00.000Z,error,yes,Q18030814,absent
632,PRRT2,HGNC:30500,infantile convulsions and choreoathetosis,MONDO_0011178,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/62af25b8-b9a4-421f-b897-4fc222569618--2020-01-21T21:38:14,2020-01-21T21:38:14.191Z,complete,yes,Q18048847,Q6029036
633,PSAT1,HGNC:19129,neurometabolic disorder due to serine deficiency,MONDO_0018162,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/ca702099-7dc9-4434-b661-a6f9b8c72d5c--2019-05-24T16:00:00,2019-05-24T16:00:00.000Z,error,no,Q18039740,absent
634,PSD3,HGNC:19093,antecubital pterygium syndrome,MONDO_0008339,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/4845,2016-11-24T00:00:00,error,no,Q18037123,Q29982055
635,PSPH,HGNC:9577,neurometabolic disorder due to serine deficiency,MONDO_0018162,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/fa832956-c4e9-4620-a2e7-3d6d6e9eea8c--2019-04-26T19:26:34,2019-04-26T19:26:34.387Z,error,no,Q18030892,absent
636,PTCD3,HGNC:24717,Leigh syndrome,MONDO_0009723,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/ac3d1e08-56f0-43b6-a2fa-0d06571ba121--2019-06-20T16:44:19,2019-06-20T16:44:19.242Z,error,no,Q18041497,absent
637,PTCH1,HGNC:9585,nevoid basal cell carcinoma syndrome,MONDO_0007187,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/2a3f55f5-e39b-4571-a41f-e46ddb8e298d--2018-06-04T19:56:07,2018-06-04T19:56:07.312Z,error,yes,Q18030895,absent
638,PTCH2,HGNC:9586,nevoid basal cell carcinoma syndrome,MONDO_0007187,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/d189ca00-ba80-49af-9b2e-8523c8d29a44--2018-10-12T21:39:08,2018-10-12T21:39:08.660Z,error,no,Q18033179,absent
639,PTCHD1,HGNC:26392,non-syndromic X-linked intellectual disability,MONDO_0019181,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/05d36fe2-0026-4bbc-af4b-6d952490969b--2018-09-19T13:13:40,2018-09-19T13:13:40.824Z,error,yes,Q18050771,absent
640,PTEN,HGNC:9588,PTEN hamartoma tumor syndrome,MONDO_0017623,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9990,2017-10-09T00:00:00,complete,yes,Q14878377,Q3508737
641,PTPN11,HGNC:9644,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/d627da3a-a509-40d4-b014-113b8074ede2--2018-05-31T15:44:05,2018-05-31T15:44:05.251Z,error,no,Q14905494,Q55783530
642,PTPN11,HGNC:9644,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/e6c41f3b-c2d1-4d66-a1a3-a5beaa304578--2018-07-25T13:20:41,2018-07-25T13:20:41.010Z,error,yes,Q14905494,absent
643,PTPN11,HGNC:9644,Noonan syndrome,MONDO_0018997,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/2bb08565-4669-4633-b6ed-c04e2a431cf9--2018-07-24T14:10:57,2018-07-24T14:10:57.685Z,error,yes,Q14905494,absent
644,PTPN11,HGNC:9644,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/a1a2133e-4ce8-45b7-87da-1c52990d3890--2018-05-30T19:54:58,2018-05-30T19:54:58.786Z,error,no,Q14905494,absent
645,PTPN11,HGNC:9644,Costello syndrome,MONDO_0009026,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/72fca24b-243b-49de-9ceb-ae76e12f60a8--2018-07-24T18:31:49,2018-07-24T18:31:49.471Z,error,no,Q14905494,Q1136492
